Chọn,IMEI,Phiếu nhập,Nhà cung cấp,Ngày tồn,Ngày nhập,Ngày chuyển,Tồn cục bộ,Tên kho,Giá đặc biệt,Tên hàng,Ghi chú IMEI,Tình trạng,Loại hàng,Nhóm hàng,Đi đường,Số hóa đơn
FALSE,99994965462309,N.44NAQ.22.10.000136,CÔNG TY CỔ PHẦN DỊCH VỤ PHÂN PHỐI TỔNG HỢP DẦU KHÍ - LAPTOP,33,21/10/2022,21/10/2022,33,DON 44NAQ,,PHẦN MỀM OFFICE HOME & STUDENT 2021 (BẢN QUYỀN VĨNH VIỄN 1 MÁY),,Mới,DỊCH VỤ,CÀI ĐẶT PHẦN MỀM,,00045833
FALSE,99994965462349,N.44NAQ.22.10.000136,CÔNG TY CỔ PHẦN DỊCH VỤ PHÂN PHỐI TỔNG HỢP DẦU KHÍ - LAPTOP,33,21/10/2022,21/10/2022,33,DON 44NAQ,,PHẦN MỀM OFFICE HOME & STUDENT 2021 (BẢN QUYỀN VĨNH VIỄN 1 MÁY),,Mới,DỊCH VỤ,CÀI ĐẶT PHẦN MỀM,,00045833
FALSE,99994965463385,N.44NAQ.22.10.000136,CÔNG TY CỔ PHẦN DỊCH VỤ PHÂN PHỐI TỔNG HỢP DẦU KHÍ - LAPTOP,33,21/10/2022,21/10/2022,33,DON 44NAQ,,PHẦN MỀM OFFICE HOME & STUDENT 2021 (BẢN QUYỀN VĨNH VIỄN 1 MÁY),,Mới,DỊCH VỤ,CÀI ĐẶT PHẦN MỀM,,00045833
FALSE,358927730706175,N.44NAQ.22.09.000160,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ (DIGIWORLD) - LAPTOP,59,25/09/2022,25/09/2022,59,DON 44NAQ,,ASUS ROG PHONE 6 12GB 256GB TRẮNG,,Mới,HÀNG HÓA,ASUS CTM,,00129416
FALSE,358927730514512,N.44NAQ.22.09.000203,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ (DIGIWORLD) - LAPTOP,55,29/09/2022,29/09/2022,55,DON 44NAQ,,ASUS ROG PHONE 6 16GB 512GB ĐEN,,Mới,HÀNG HÓA,ASUS CTM,,00139827
FALSE,HVA220PF,N.44NAQ.22.11.000003,CHI NHÁNH CÔNG TY TNHH NHÀ NƯỚC MỘT THÀNH VIÊN THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU VIETTEL - TRUNG TÂM PHÂN PHỐI - LENOVO,21,02/11/2022,02/11/2022,21,DON 44NAQ,,MÁY TÍNH BẢNG LENOVO TAB M10 GEN 2 (ZA6V0062VN),,Mới,HÀNG HÓA,ASUS CTM,,00057213
FALSE,HVA220QY,N.44NAQ.22.11.000003,CHI NHÁNH CÔNG TY TNHH NHÀ NƯỚC MỘT THÀNH VIÊN THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU VIETTEL - TRUNG TÂM PHÂN PHỐI - LENOVO,21,02/11/2022,02/11/2022,21,DON 44NAQ,,MÁY TÍNH BẢNG LENOVO TAB M10 GEN 2 (ZA6V0062VN),,Mới,HÀNG HÓA,ASUS CTM,,00057213
FALSE,HVA220V9,N.44NAQ.22.11.000003,CHI NHÁNH CÔNG TY TNHH NHÀ NƯỚC MỘT THÀNH VIÊN THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU VIETTEL - TRUNG TÂM PHÂN PHỐI - LENOVO,21,02/11/2022,02/11/2022,21,DON 44NAQ,,MÁY TÍNH BẢNG LENOVO TAB M10 GEN 2 (ZA6V0062VN),,Mới,HÀNG HÓA,ASUS CTM,,00057213
FALSE,HVA220XQ,N.44NAQ.22.11.000003,CHI NHÁNH CÔNG TY TNHH NHÀ NƯỚC MỘT THÀNH VIÊN THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU VIETTEL - TRUNG TÂM PHÂN PHỐI - LENOVO,21,02/11/2022,02/11/2022,21,DON 44NAQ,,MÁY TÍNH BẢNG LENOVO TAB M10 GEN 2 (ZA6V0062VN),,Mới,HÀNG HÓA,ASUS CTM,,00057213
FALSE,HVA22104,N.44NAQ.22.11.000003,CHI NHÁNH CÔNG TY TNHH NHÀ NƯỚC MỘT THÀNH VIÊN THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU VIETTEL - TRUNG TÂM PHÂN PHỐI - LENOVO,21,02/11/2022,02/11/2022,21,DON 44NAQ,,MÁY TÍNH BẢNG LENOVO TAB M10 GEN 2 (ZA6V0062VN),,Mới,HÀNG HÓA,ASUS CTM,,00057213
FALSE,HVA22108,N.44NAQ.22.11.000003,CHI NHÁNH CÔNG TY TNHH NHÀ NƯỚC MỘT THÀNH VIÊN THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU VIETTEL - TRUNG TÂM PHÂN PHỐI - LENOVO,21,02/11/2022,02/11/2022,21,DON 44NAQ,,MÁY TÍNH BẢNG LENOVO TAB M10 GEN 2 (ZA6V0062VN),,Mới,HÀNG HÓA,ASUS CTM,,00057213
FALSE,HVA2210A,N.44NAQ.22.11.000003,CHI NHÁNH CÔNG TY TNHH NHÀ NƯỚC MỘT THÀNH VIÊN THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU VIETTEL - TRUNG TÂM PHÂN PHỐI - LENOVO,21,02/11/2022,02/11/2022,21,DON 44NAQ,,MÁY TÍNH BẢNG LENOVO TAB M10 GEN 2 (ZA6V0062VN),,Mới,HÀNG HÓA,ASUS CTM,,00057213
FALSE,HVA2210C,N.44NAQ.22.11.000003,CHI NHÁNH CÔNG TY TNHH NHÀ NƯỚC MỘT THÀNH VIÊN THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU VIETTEL - TRUNG TÂM PHÂN PHỐI - LENOVO,21,02/11/2022,02/11/2022,21,DON 44NAQ,,MÁY TÍNH BẢNG LENOVO TAB M10 GEN 2 (ZA6V0062VN),,Mới,HÀNG HÓA,ASUS CTM,,00057213
FALSE,HVA2215V,N.44NAQ.22.11.000003,CHI NHÁNH CÔNG TY TNHH NHÀ NƯỚC MỘT THÀNH VIÊN THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU VIETTEL - TRUNG TÂM PHÂN PHỐI - LENOVO,21,02/11/2022,02/11/2022,21,DON 44NAQ,,MÁY TÍNH BẢNG LENOVO TAB M10 GEN 2 (ZA6V0062VN),,Mới,HÀNG HÓA,ASUS CTM,,00057213
FALSE,HVA2216M,N.44NAQ.22.11.000003,CHI NHÁNH CÔNG TY TNHH NHÀ NƯỚC MỘT THÀNH VIÊN THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU VIETTEL - TRUNG TÂM PHÂN PHỐI - LENOVO,21,02/11/2022,02/11/2022,21,DON 44NAQ,,MÁY TÍNH BẢNG LENOVO TAB M10 GEN 2 (ZA6V0062VN),,Mới,HÀNG HÓA,ASUS CTM,,00057213
FALSE,HVA2217D,N.44NAQ.22.11.000003,CHI NHÁNH CÔNG TY TNHH NHÀ NƯỚC MỘT THÀNH VIÊN THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU VIETTEL - TRUNG TÂM PHÂN PHỐI - LENOVO,21,02/11/2022,02/11/2022,21,DON 44NAQ,,MÁY TÍNH BẢNG LENOVO TAB M10 GEN 2 (ZA6V0062VN),,Mới,HÀNG HÓA,ASUS CTM,,00057213
FALSE,HVA2217M,N.44NAQ.22.11.000003,CHI NHÁNH CÔNG TY TNHH NHÀ NƯỚC MỘT THÀNH VIÊN THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU VIETTEL - TRUNG TÂM PHÂN PHỐI - LENOVO,21,02/11/2022,02/11/2022,21,DON 44NAQ,,MÁY TÍNH BẢNG LENOVO TAB M10 GEN 2 (ZA6V0062VN),,Mới,HÀNG HÓA,ASUS CTM,,00057213
FALSE,HGR28LDV,N.44NAQ.22.10.000117,CHI NHÁNH CÔNG TY TNHH NHÀ NƯỚC MỘT THÀNH VIÊN THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU VIETTEL - TRUNG TÂM PHÂN PHỐI - LENOVO,36,18/10/2022,18/10/2022,36,DON 44NAQ,,MÁY TÍNH BẢNG LENOVO TAB M8 GEN 2 2GB 32GB (ZA5H0096VN),,Mới,HÀNG HÓA,ASUS CTM,,00050464
FALSE,RR433Y32PJ,N.55BTQK.22.07.000539,lê Duy Tuấn,102,13/08/2022,13/08/2022,102,DON 44NAQ,,DEMO - APPLE IPAD 10.2 2021 WIFI 64GB XÁM CHÍNH HÃNG,,Mới,HÀNG HÓA,DTDEMO,,
FALSE,SJ796W1H4K3,,,102,13/08/2022,13/08/2022,102,DON 44NAQ,,DEMO - APPLE IPAD PRO 11 2021 M1 WIFI 128GB BẠC CHÍNH HÃNG,,Mới,HÀNG HÓA,DTDEMO,,
FALSE,354874936599737,N.CPSHCM.22.05.000299,CÔNG TY CP ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHỆ ISTONE,102,13/08/2022,13/08/2022,102,DON 44NAQ,,DEMO - APPLE IPHONE 13 128GB XANH LÁ CHÍNH HÃNG (VN/A),,Mới,HÀNG HÓA,DTDEMO,,00001368
FALSE,350302396525475,N.125LVV.22.07.000057,CÔNG TY CỔ PHẦN PHÂN PHỐI SẢN PHẨM CÔNG NGHỆ CAO DẦU KHÍ PHTD-IPHONE,95,20/08/2022,20/08/2022,95,DON 44NAQ,,DEMO - APPLE IPHONE 13 PRO 128GB XANH LÁ CHÍNH HÃNG (VN/A),,Mới,HÀNG HÓA,DTDEMO,,00006009
FALSE,SW6X1TDY3KT,N.CPSHCM.22.09.000082,Chi Nhánh Công Ty TNHH Phân Phối Synnex FPT - APPLE,44,10/10/2022,10/10/2022,44,DON 44NAQ,,DEMO - APPLE MACBOOK AIR M2 8GB 256GB 2022 ĐEN CHÍNH HÃNG (MLY33),,Mới,HÀNG HÓA,DTDEMO,,00041444
FALSE,SJJY20DLQ3Q,N.55BTQK.22.07.000183,CÔNG TY CỔ PHẦN DỊCH VỤ PHÂN PHỐI TỔNG HỢP DẦU KHÍ PSD-MACBOOK-IPAD,98,17/08/2022,17/08/2022,98,DON 44NAQ,,DEMO - APPLE MACBOOK PRO 13 M2 8GB 256GB 2022 XÁM CHÍNH HÃNG (MNEH3),,Mới,HÀNG HÓA,DTDEMO,,00003588
FALSE,SG99HL1UPQ07V,N.55BTQK.22.07.000390,CÔNG TY CỔ PHẦN PHÂN PHỐI SẢN PHẨM CÔNG NGHỆ CAO DẦU KHÍ PHTD-IPHONE,102,13/08/2022,13/08/2022,102,DON 44NAQ,,DEMO - APPLE WATCH SE 40MM (GPS) - VIỀN NHÔM XÁM - CAO SU XANH ĐEN CHÍNH HÃNG (MKQ13),,Mới,HÀNG HÓA,DTDEMO,,00008271
FALSE,3YXPM22528005717,N.44NAQ.22.08.000068,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ (DIGIWORLD) - LAPTOP,96,19/08/2022,19/08/2022,96,DON 44NAQ,,"DEMO - LAPTOP HUAWEI MATEBOOK D14 I3-1115G4/8GB/256GB PCIE/14,0 FHD/WIN11/BẠC",,Mới,HÀNG HÓA,DTDEMO,,00090087
FALSE,864867067010717,N.44NAQ.22.10.000134,CÔNG TY CỔ PHẦN DI ĐỘNG THÔNG MINH,33,21/10/2022,21/10/2022,33,DON 44NAQ,,DEMO - OPPO A17 4GB 64GB XANH (CPH2477),,Mới,HÀNG HÓA,DTDEMO,,00061696
FALSE,864821060325655,N.44NAQ.22.10.000208,CÔNG TY CỔ PHẦN DI ĐỘNG THÔNG MINH,24,30/10/2022,30/10/2022,24,DON 44NAQ,,DEMO - OPPO A17K 3GB 64GB XANH (CPH2471),,Mới,HÀNG HÓA,DTDEMO,,00064051
FALSE,862173061170371,N.44NAQ.22.09.000087,CÔNG TY CỔ PHẦN KỸ THUẬT & KHOA HỌC VĨNH KHANG,65,19/09/2022,19/09/2022,65,DON 44NAQ,,DEMO - OPPO A57 4GB 64GB XANH (CPH2387),,Mới,HÀNG HÓA,DTDEMO,,00086962
FALSE,866996060061415,N.44NAQ.22.10.000059,CÔNG TY CỔ PHẦN DI ĐỘNG THÔNG MINH,46,08/10/2022,08/10/2022,46,DON 44NAQ,,DEMO - OPPO A77s 8GB 128GB ĐEN (CPH2473),,Mới,HÀNG HÓA,DTDEMO,,00056568
FALSE,866876063359570,N.44NAQ.22.09.000087,CÔNG TY CỔ PHẦN KỸ THUẬT & KHOA HỌC VĨNH KHANG,65,19/09/2022,19/09/2022,65,DON 44NAQ,,DEMO - OPPO RENO 8 4G 8GB 256GB ĐEN (CPH2461),,Mới,HÀNG HÓA,DTDEMO,,00086962
FALSE,863921065160510,N.44NAQ.22.09.000087,CÔNG TY CỔ PHẦN KỸ THUẬT & KHOA HỌC VĨNH KHANG,65,19/09/2022,19/09/2022,65,DON 44NAQ,,DEMO - OPPO RENO 8Z 5G 8GB 256GB VÀNG (CPH2457),,Mới,HÀNG HÓA,DTDEMO,,00086962
FALSE,869837060530651,N.44NAQ.22.10.000044,CÔNG TY TNHH PROVN,50,04/10/2022,04/10/2022,50,DON 44NAQ,,DEMO - REALME C33 3GB 32GB XANH,,Mới,HÀNG HÓA,DTDEMO,,00015526
FALSE,352469855552817,N.157NTMK.22.05.000148,CÔNG TY TNHH SAMSUNG ELECTRONICS VIỆT NAM THÁI NGUYÊN - CHI NHÁNH THÀNH PHỐ HỒ CHÍ MINH,100,15/08/2022,15/08/2022,100,DON 44NAQ,,DEMO - SAMSUNG GALAXY A13 4GB 128GB XANH (A135),,Mới,HÀNG HÓA,DTDEMO,,0666043
FALSE,353220822217755,N.379DBP.22.05.000182,CÔNG TY TNHH SAMSUNG ELECTRONICS VIỆT NAM THÁI NGUYÊN - CHI NHÁNH THÀNH PHỐ HỒ CHÍ MINH,100,15/08/2022,15/08/2022,100,DON 44NAQ,,DEMO - SAMSUNG GALAXY A23 4GB 128GB CAM (A235),,Mới,HÀNG HÓA,DTDEMO,,0663728
FALSE,352828290827797,N.CPSHCM.22.07.000009,CÔNG TY TNHH XUẤT NHẬP KHẨU VÀ PHÂN PHỐI THỰC PHẨM PHÚ TÀI,100,15/08/2022,15/08/2022,100,DON 44NAQ,,DEMO - SAMSUNG GALAXY A73 5G 8GB 128GB TRẮNG (A736),,Mới,HÀNG HÓA,DTDEMO,,00000049
FALSE,350272255888399,N.241DXH.22.05.000268,CÔNG TY TNHH SAMSUNG ELECTRONICS VIỆT NAM THÁI NGUYÊN - CHI NHÁNH THÀNH PHỐ HỒ CHÍ MINH,100,15/08/2022,15/08/2022,100,DON 44NAQ,,DEMO - SAMSUNG GALAXY S22 ULTRA 12GB 256GB TRẮNG (S908),,Mới,HÀNG HÓA,DTDEMO,,0690613
FALSE,350858555956553,N.157NTMK.22.07.000034,CÔNG TY TNHH SAMSUNG ELECTRONICS VIỆT NAM THÁI NGUYÊN - CHI NHÁNH THÀNH PHỐ HỒ CHÍ MINH,100,15/08/2022,15/08/2022,100,DON 44NAQ,,DEMO - SAMSUNG GALAXY TAB A8 2022 BẠC (X205),,Mới,HÀNG HÓA,DTDEMO,,00036831
FALSE,863785069494971,N.44NAQ.22.08.000134,Công Ty TNHH Thương Mại Dịch Vụ Và Đầu Tư Nhuận Tín,88,27/08/2022,27/08/2022,88,DON 44NAQ,,DEMO - VIVO T1X 4G 64GB XANH,,Mới,HÀNG HÓA,DTDEMO,,00003861
FALSE,868786068510275,N.44NAQ.22.11.000087,CHI NHÁNH CÔNG TY TNHH NHÀ NƯỚC MỘT THÀNH VIÊN THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU VIETTEL - TRUNG TÂM PHÂN PHỐI - 11000_DIENTHOAI ,4,19/11/2022,19/11/2022,4,DON 44NAQ,,DEMO - VIVO V25 PRO 5G 8GB 128GB ĐEN,,Mới,HÀNG HÓA,DTDEMO,,60259
FALSE,860672068326854,N.44NAQ.22.09.000211,CHI NHÁNH CÔNG TY TNHH NHÀ NƯỚC MỘT THÀNH VIÊN THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU VIETTEL - TRUNG TÂM PHÂN PHỐI - VIVO,54,30/09/2022,30/09/2022,54,DON 44NAQ,,DEMO - VIVO V25E 8GB 128GB VÀNG,,Mới,HÀNG HÓA,DTDEMO,,00043056
FALSE,865497062443264,N.44NAQ.22.08.000140,CHI NHÁNH CÔNG TY TNHH NHÀ NƯỚC MỘT THÀNH VIÊN THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU VIETTEL - TRUNG TÂM PHÂN PHỐI - VIVO,86,29/08/2022,29/08/2022,86,DON 44NAQ,,DEMO - VIVO Y02S 3GB 32GB ĐEN,,Mới,HÀNG HÓA,DTDEMO,,00029041
FALSE,865717060508200,N.CPSHCM.22.09.000013,CHI NHÁNH CÔNG TY TNHH NHÀ NƯỚC MỘT THÀNH VIÊN THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU VIETTEL - TRUNG TÂM PHÂN PHỐI - VIVO,83,01/09/2022,02/09/2022,82,DON 44NAQ,,DEMO - VIVO Y16 4GB 128GB VÀNG,,Mới,HÀNG HÓA,DTDEMO,,00033488
FALSE,864932066884734,N.44NAQ.22.10.000194,CHI NHÁNH CÔNG TY TNHH NHÀ NƯỚC MỘT THÀNH VIÊN THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU VIETTEL - TRUNG TÂM PHÂN PHỐI - VIVO,26,28/10/2022,28/10/2022,26,DON 44NAQ,,DEMO - VIVO Y35 8GB 128GB ĐEN,,Mới,HÀNG HÓA,DTDEMO,,00056059
FALSE,860232063004566,N.44NAQ.22.10.000045,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ (DIGIWORLD),49,05/10/2022,05/10/2022,49,DON 44NAQ,,DEMO - XIAOMI 12T 8GB 128GB XANH DƯƠNG,,Mới,HÀNG HÓA,DTDEMO,,00148710
FALSE,866966063239987,N.1KNAT.22.05.000095,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ (DIGIWORLD),102,13/08/2022,13/08/2022,102,DON 44NAQ,,DEMO - XIAOMI REDMI NOTE 11 4G 128GB XANH DƯƠNG NHẠT,,Mới,HÀNG HÓA,DTDEMO,,0092710
FALSE,864451058284688,N.59QT.22.02.000328,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ (DIGIWORLD),100,15/08/2022,15/08/2022,100,DON 44NAQ,,DEMO - XIAOMI REDMI NOTE 11 PRO 5G 8GB 128GB XÁM,,Mới,HÀNG HÓA,DTDEMO,,0495323
FALSE,SC02GV0UR1255,N.248NTT.22.05.000357,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ (DIGIWORLD)-APPLE,95,20/08/2022,20/08/2022,95,DON 44NAQ,,DEMO-APPLE IMAC 24 2021 M1 7GPU 8GB 256GB XANH DƯƠNG CHÍNH HÃNG (MJV93),,Mới,HÀNG HÓA,DTDEMO,,0102923
FALSE,353067118951757,N.460HG.22.08.000080,Anh Kha,98,17/08/2022,17/08/2022,98,DON 44NAQ,,DEMO-APPLE IPHONE 12 64GB XANH DƯƠNG CHÍNH HÃNG (VN/A),,Mới,HÀNG HÓA,DTDEMO,,
FALSE,357884546882560,N.472LTT.22.02.000192,CÔNG TY TNHH NHÀ NƯỚC MTV TM VÀ XNK VIETTEL-IPHONE,102,13/08/2022,13/08/2022,102,DON 44NAQ,,DEMO-APPLE IPHONE 13 PRO MAX 128GB XANH DƯƠNG CHÍNH HÃNG (VN/A),,Mới,HÀNG HÓA,DTDEMO,,0450007
FALSE,SX63F3G43DT,N.CPSHCM.22.06.000081,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ (DIGIWORLD)-APPLE,102,13/08/2022,13/08/2022,102,DON 44NAQ,,DEMO-APPLE WATCH SERIES 7 45MM (GPS) - VIỀN NHÔM BẠC - CAO SU TRẮNG CHÍNH HÃNG (MKN63),,Mới,HÀNG HÓA,DTDEMO,,0121842
FALSE,M4NRKD01993917D,N.1075HG.21.10.005322,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ (DIGIWORLD) - LAPTOP,356,02/12/2021,14/08/2022,101,DON 44NAQ,,DEMO-LAPTOP ASUS TUF GAMING FX516PE-HN005T I7-11370H/8GB/512GB PCIE/VGA 4GB 3050TI/15.6FHD 144HZ/WIN10/XÁM,,Mới,HÀNG HÓA,DTDEMO,,0326823
FALSE,M6NRCX041418245,N.157NTMK.21.09.002692,Chi Nhánh Công Ty TNHH Phân Phối Synnex FPT - LAPTOP,312,15/01/2022,14/08/2022,101,DON 44NAQ,,DEMO-LAPTOP ASUS TUF GAMING FX706HC-HX003T I5 11400H/8GB/512GB PCIE/VGA 4GB RTX3050/17.3 FHD 144HZ/WIN10/XÁM,,Mới,HÀNG HÓA,DTDEMO,,0077801
FALSE,NHQEQSV004142131BF3400,N.18VVN.21.11.003595,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ (DIGIWORLD) - LAPTOP,314,13/01/2022,14/08/2022,101,DON 44NAQ,,DEMO-LAPTOP GAMING ACER NITRO 5 EAGLE AN515-57-720A NH.QEQSV.004 I7-11800H/8GB/512GB PCIE/VGA 4GB RTX3050TI/15.6 IPS 144Hz/WIN11/ĐEN,,Mới,HÀNG HÓA,DTDEMO,,0355181
FALSE,K2012N0116850,N.359CH.21.06.000576,CÔNG TY CỔ PHẦN MÁY TÍNH VĨNH XUÂN,347,11/12/2021,14/08/2022,101,DON 44NAQ,,DEMO-LAPTOP MSI MODERN 14 B11SB I5-1135G7/8GB/512GB PCIE/VGA 2GB/14 FHD/WIN10/VÀNG 075VN,,Mới,HÀNG HÓA,DTDEMO,,0024017
FALSE,350073852476764,N.55BTQK.22.04.000233,CN PHÍA NAM - CTY TNHH NN MTV TM VÀ XNK VIETTEL (TP.HÀ NỘI)-NOKIA,209,28/04/2022,14/09/2022,70,DON 44NAQ,,DEMO-NOKIA G21 4GB 128G XANH,,Mới,HÀNG HÓA,DTDEMO,,0464794
FALSE,869571055016174,N.44NAQ.22.09.000087,CÔNG TY CỔ PHẦN KỸ THUẬT & KHOA HỌC VĨNH KHANG,65,19/09/2022,19/09/2022,65,DON 44NAQ,,DEMO-OPPO A76 6GB 128GB ĐEN (CPH2375),,Mới,HÀNG HÓA,DTDEMO,,00086962
FALSE,863827056348792,N.44NAQ.22.09.000087,CÔNG TY CỔ PHẦN KỸ THUẬT & KHOA HỌC VĨNH KHANG,65,19/09/2022,19/09/2022,65,DON 44NAQ,,DEMO-OPPO A96 8GB 128GB ĐEN (CPH2333),,Mới,HÀNG HÓA,DTDEMO,,00086962
FALSE,860936060277344,N.44NAQ.22.09.000125,CÔNG TY TNHH PROVN,62,22/09/2022,22/09/2022,62,DON 44NAQ,,DEMO-REALME C30S 2GB 32GB ĐEN,,Mới,HÀNG HÓA,DTDEMO,,00012671
FALSE,864751068233512,N.44NAQ.22.09.000125,CÔNG TY TNHH PROVN,62,22/09/2022,22/09/2022,62,DON 44NAQ,,DEMO-REALME C35 4GB 64GB ĐEN,,Mới,HÀNG HÓA,DTDEMO,,00012671
FALSE,351027674485733,N.1143PVT.22.05.000040,CÔNG TY TNHH SAMSUNG ELECTRONICS VIỆT NAM THÁI NGUYÊN - CHI NHÁNH THÀNH PHỐ HỒ CHÍ MINH,100,15/08/2022,15/08/2022,100,DON 44NAQ,,DEMO-SAMSUNG GALAXY A03 32GB ĐEN (A035),,Mới,HÀNG HÓA,DTDEMO,,0675459
